timestamp,eog_v,eog_h,gyro_x,gyro_y,gyro_z,label
1035,1997,2013,-102,-122,131,idle
1040,2072,2056,-132,42,8,idle
1045,2011,2018,90,-98,38,idle
1050,2012,2025,-49,-104,-95,idle
1055,2046,2065,24,72,-65,idle
1060,2056,2016,43,30,55,idle
1065,1994,2049,68,39,-88,idle
1070,1983,2075,56,129,84,idle
1075,2042,2076,-39,148,16,idle
1080,2062,2071,37,127,72,idle
1085,2013,2043,6,44,-229,idle
1090,2114,2046,-17,-36,58,idle
1095,2103,2016,-27,-12,101,idle
1100,2034,2118,110,97,47,idle
1105,1943,2086,-69,63,-4,idle
1110,2053,2037,-51,24,97,idle
1115,2120,2071,-8,-13,11,idle
1120,1987,2049,27,80,-6,idle
1125,2034,2037,-79,0,62,idle
1130,2046,2037,-84,160,-17,idle
1135,2030,1935,-60,-78,-25,idle
1140,2069,2057,-107,81,58,idle
1145,2024,2002,-79,-18,123,idle
1150,2068,2059,104,11,-11,idle
1155,2017,2087,163,-33,34,idle
1160,2040,2025,-35,79,-65,idle
1165,2076,1978,-113,-82,0,idle
1170,2049,2010,58,38,115,idle
1175,2026,2011,152,-31,-116,idle
1180,2077,2040,-48,72,34,idle
1185,1997,2096,-86,-77,41,idle
1190,1993,2031,61,-120,-45,idle
1195,2108,2059,78,57,-92,idle
1200,2063,2033,-21,-13,-73,idle
1205,2027,2049,-7,-2,-34,idle
1210,2068,2012,-104,56,16,idle
1215,2146,2083,9,45,33,idle
1220,2047,2038,-25,-87,-95,idle
1225,2063,2058,16,-43,-12,idle
1230,2028,2008,-151,-122,153,idle
1235,2008,2012,-53,8,78,idle
1240,2146,2037,-39,65,24,idle
1245,2078,2090,57,159,72,idle
1250,2050,2045,-141,-19,-222,idle
1255,2049,2049,41,-110,-20,idle
1260,2080,1936,-26,-9,-66,idle
1265,2081,2029,11,-20,-102,idle
1270,2144,1968,6,-239,131,idle
1275,2051,2062,4,27,-28,idle
1280,2089,2009,-38,-110,55,idle
1285,2081,2105,-98,-33,-81,idle
1290,2046,2106,-132,-47,-91,idle
1295,2102,2044,-27,33,43,idle
1300,2057,2041,70,-6,32,idle
1305,2078,2014,-196,84,-36,idle
1310,2021,2122,-121,-8,86,idle
1315,2017,2044,-145,40,26,idle
1320,1957,2048,35,24,15,idle
1325,2101,2091,78,-2,39,idle
1330,2109,2098,-36,-89,23,idle
1335,2074,2094,30,110,-94,idle
1340,2077,1935,-93,102,11,idle
1345,2083,2014,34,80,120,idle
1350,1941,2027,-32,50,-9,idle
1355,2076,2034,6,85,-3,idle
1360,1981,2020,41,-137,64,idle
1365,2102,2047,51,-82,1,idle
1370,1980,2028,-4,-17,222,idle
1375,2074,2050,-137,59,-12,idle
1380,1998,2005,-22,45,59,idle
1385,2054,2083,39,-46,99,idle
1390,2105,1992,-76,-87,-4,idle
1395,2117,2012,-15,54,-18,idle
1400,1981,2137,-168,20,51,idle
1405,2029,2072,47,71,0,idle
1410,2008,2066,32,-107,41,idle
1415,2087,2070,19,-49,43,idle
1420,2067,2029,178,61,156,idle
1425,2066,2061,-1,67,4,idle
1430,2032,2058,117,-120,-43,idle
1435,2091,2105,-8,51,107,idle
1440,2060,2126,-69,-16,9,idle
1445,2108,1988,39,-244,-17,idle
1450,2038,2100,-59,102,85,idle
1455,2045,1998,-29,-15,145,idle
1460,1988,2103,-56,70,64,idle
1465,2011,2114,42,-73,-8,idle
1470,2046,2030,-54,101,-96,idle
1475,1971,2056,20,80,-3,idle
1480,2004,2046,32,-31,-75,idle
1485,2066,2110,106,12,-32,idle
1490,2035,2124,-116,28,13,idle
1495,2100,2036,52,45,26,idle
1500,2024,2108,19,-117,-12,idle
1505,2063,2044,61,-21,15,idle
1510,2046,1981,17,137,-19,idle
1515,2036,2078,73,53,-117,idle
1520,2020,2096,-161,-11,-56,idle
1525,1979,2006,18,-115,-76,idle
1530,2112,2068,18,40,-5,idle
1535,1991,2034,-27,-19,88,idle
1540,2107,2005,-7,-70,0,idle
1545,2073,2018,136,-21,153,idle
1550,1979,2030,-3,-25,76,idle
1555,1976,2139,-120,61,12,idle
1560,2069,2033,2,87,-33,idle
1565,2056,2120,-43,-12,-35,idle
1570,2035,1963,-42,89,131,idle
1575,2020,1999,55,174,88,idle
1580,2102,2010,-29,113,96,idle
1585,2030,2043,122,29,-8,idle
1590,2137,2020,165,-98,-11,idle
1595,2060,2011,98,-47,-93,idle
1600,2012,2050,-54,57,4,idle
1605,2018,2032,5,-118,30,idle
1610,2090,2004,-77,-93,41,idle
1615,2077,1964,-3,-7,2,idle
1620,2127,2022,82,-54,31,idle
1625,2117,2000,-75,54,-3,idle
1630,2086,2056,-88,57,102,idle
1635,2089,2006,-120,-55,-8,idle
1640,2016,2055,-95,-34,42,idle
1645,2061,2028,112,63,-106,idle
1650,2049,2055,-129,164,130,idle
1655,2043,2096,44,33,-31,idle
1660,2053,2084,-14,124,-24,idle
1665,2031,2000,-54,-22,-37,idle
1670,2051,1991,-50,104,85,idle
1675,2024,1996,-74,108,37,idle
1680,2139,2106,-59,3,20,idle
1685,2003,2106,-54,-6,-36,idle
1690,2026,2060,-90,-63,3,idle
1695,2077,2077,-32,105,-28,idle
1700,2143,2018,64,20,-4,idle
1705,2043,2089,-186,56,-43,idle
1710,2039,2020,80,45,103,idle
1715,2057,2072,89,81,34,idle
1720,2071,2077,-14,7,-25,idle
1725,2038,2047,27,-6,214,idle
1730,2141,2126,95,-84,11,idle
1735,2054,2114,-83,-1,81,idle
1740,2041,2128,76,21,-74,idle
1745,2013,2012,-35,30,-114,idle
1750,2104,2117,-17,-62,-43,idle
1755,2106,2010,-25,-66,-23,idle
1760,2072,1983,-36,-137,59,idle
1765,2064,2029,102,-68,60,idle
1770,2060,2005,36,-31,-50,idle
1775,2063,2063,62,-19,42,idle
1780,2088,2034,65,-46,39,idle
1785,2017,2080,-86,93,17,idle
1790,2095,2121,82,24,-90,idle
1795,2018,1984,-123,-136,-37,idle
1800,2040,2090,-154,88,-43,idle
1805,2050,2077,108,-15,-52,idle
1810,2073,2056,-86,-141,6,idle
1815,2101,2082,63,-46,-27,idle
1820,2087,2055,16,74,-126,idle
1825,2020,2073,80,-39,2,idle
1830,2035,2018,21,-71,-7,idle
1835,2049,2046,30,46,30,idle
1840,1993,2056,-19,92,31,idle
1845,2044,1990,51,-17,17,idle
1850,2035,2069,6,9,-112,idle
1855,2078,2101,10,-68,-11,idle
1860,2005,2033,157,-175,81,idle
1865,2106,2051,36,12,-96,idle
1870,2115,2058,108,73,67,idle
1875,2100,2029,25,-101,18,idle
1880,2104,2029,-40,-9,159,idle
1885,2050,2018,-65,-22,26,idle
1890,2004,2116,76,-136,-133,idle
1895,2020,2028,-15,28,86,idle
1900,2051,2065,18,58,82,idle
1905,2108,2004,61,-74,-83,idle
1910,2086,1994,60,31,-38,idle
1915,2060,2006,-91,150,93,idle
1920,2035,2084,-33,-41,-138,idle
1925,2077,2105,105,42,36,idle
1930,2085,2011,40,44,17,idle
1935,2061,2070,13,-86,-69,idle
1940,2018,2022,31,-111,-37,idle
1945,1954,1965,51,31,-140,idle
1950,2033,2036,6,-56,24,idle
1955,2050,2042,24,16,7,idle
1960,2103,1981,54,-49,80,idle
1965,2100,2068,-73,-97,-68,idle
1970,2051,2041,-270,-55,-32,idle
1975,2141,2058,-16,101,25,idle
1980,2048,2022,63,-45,-79,idle
1985,2075,2053,84,-41,172,idle
1990,1892,2115,-77,-30,-29,idle
1995,2037,2033,78,123,-17,idle
2000,2036,2056,-34,708,-123,look_right
2005,2036,2083,170,766,117,look_right
2010,2054,2125,-57,786,0,look_right
2015,2030,2215,63,929,95,look_right
2020,2010,2263,30,946,-6,look_right
2025,2108,2288,20,637,42,look_right
2030,2057,2299,-8,709,103,look_right
2035,1983,2335,7,820,162,look_right
2040,2076,2413,20,724,-110,look_right
2045,2055,2474,-16,872,50,look_right
2050,2082,2506,-145,759,11,look_right
2055,2034,2510,-34,707,35,look_right
2060,2097,2625,63,601,43,look_right
2065,2100,2685,-10,950,98,look_right
2070,2059,2733,-110,700,59,look_right
2075,2064,2768,-86,848,36,look_right
2080,2052,2818,51,734,-44,look_right
2085,2017,2800,-57,910,-123,look_right
2090,2065,2811,46,810,96,look_right
2095,2049,2880,-28,723,-61,look_right
2100,2014,2938,-26,863,-15,look_right
2105,2103,2924,49,718,-49,look_right
2110,2077,2888,-46,745,-42,look_right
2115,2052,2934,-113,751,55,look_right
2120,1984,2924,-92,815,-66,look_right
2125,2056,2904,-56,758,-2,look_right
2130,2054,2905,20,736,-119,look_right
2135,2036,2885,30,806,-159,look_right
2140,2047,2877,46,730,99,look_right
2145,2077,2869,27,563,65,look_right
2150,2042,2903,23,652,-73,look_right
2155,2051,2909,-46,767,4,look_right
2160,2118,2920,20,626,42,look_right
2165,2045,2894,-53,692,161,look_right
2170,2048,2896,37,764,43,look_right
2175,1958,2882,21,806,-37,look_right
2180,2045,2870,12,824,32,look_right
2185,2038,2890,-18,704,99,look_right
2190,2044,2880,-31,798,-121,look_right
2195,2037,2910,133,723,99,look_right
2200,2047,2849,42,963,-45,look_right
2205,2080,2955,-102,783,18,look_right
2210,2067,2929,14,846,-37,look_right
2215,2059,2877,-117,824,95,look_right
2220,2023,2899,93,690,-114,look_right
2225,2147,2879,42,522,14,look_right
2230,2000,2936,-66,918,-5,look_right
2235,2041,2895,0,819,45,look_right
2240,2108,2867,25,760,27,look_right
2245,2030,2925,4,834,-77,look_right
2250,2019,2832,75,857,-49,look_right
2255,1994,2882,21,907,21,look_right
2260,2033,2891,-28,1022,44,look_right
2265,2119,2875,55,791,38,look_right
2270,2086,2879,-28,899,-20,look_right
2275,1959,2841,119,774,-201,look_right
2280,2006,2878,32,929,-180,look_right
2285,2127,2912,-4,792,54,look_right
2290,2005,2885,-9,786,-41,look_right
2295,2040,2878,-28,664,27,look_right
2300,2084,2943,-1,601,-165,look_right
2305,2108,2910,12,584,64,look_right
2310,1989,2948,-112,809,-98,look_right
2315,1954,2929,-7,784,25,look_right
2320,2067,2891,26,761,-157,look_right
2325,1997,2886,117,678,2,look_right
2330,2050,2921,61,713,87,look_right
2335,2052,2886,-23,740,-85,look_right
2340,2062,2951,33,838,5,look_right
2345,2066,2957,-157,672,78,look_right
2350,2042,2907,51,890,-131,look_right
2355,2047,2932,110,804,-74,look_right
2360,2097,2897,119,733,-8,look_right
2365,1998,2890,-77,907,-146,look_right
2370,2066,2867,-92,772,-35,look_right
2375,2067,2907,43,917,-22,look_right
2380,2016,2859,95,677,-134,look_right
2385,2077,2911,65,846,-14,look_right
2390,2036,2920,-101,976,75,look_right
2395,2043,2906,-98,746,-97,look_right
2400,2056,2924,-25,825,3,look_right
2405,2083,2853,-50,908,-98,look_right
2410,2089,2897,-70,726,-40,look_right
2415,2092,2915,28,829,7,look_right
2420,2121,2855,-44,883,-20,look_right
2425,2033,2900,-42,806,23,look_right
2430,2029,2910,7,904,-67,look_right
2435,2022,2849,-108,783,2,look_right
2440,2074,2861,36,886,31,look_right
2445,2085,2929,-66,719,-130,look_right
2450,2053,2940,-9,807,-119,look_right
2455,2059,2909,202,953,3,look_right
2460,2108,2893,32,928,-36,look_right
2465,2019,2893,-113,855,-28,look_right
2470,2033,2908,-101,865,-54,look_right
2475,2064,2891,175,692,39,look_right
2480,2100,2873,-25,853,79,look_right
2485,2084,2878,-43,901,-61,look_right
2490,2109,2878,-83,944,-67,look_right
2495,2005,2874,-55,873,61,look_right
2500,1977,2854,20,739,35,look_right
2505,2082,2906,-7,782,6,look_right
2510,2071,2912,56,802,25,look_right
2515,2060,2906,32,907,81,look_right
2520,2017,2884,-104,785,-21,look_right
2525,2042,2871,-64,850,24,look_right
2530,1932,2913,-55,724,-11,look_right
2535,2014,2898,130,649,181,look_right
2540,2017,2848,5,564,-49,look_right
2545,2084,2891,85,760,-24,look_right
2550,2029,2904,-31,832,13,look_right
2555,2077,2935,-82,725,129,look_right
2560,2050,2917,-60,733,224,look_right
2565,2031,2867,110,848,0,look_right
2570,2085,2901,83,816,22,look_right
2575,2057,2942,-33,908,9,look_right
2580,1975,2895,61,759,32,look_right
2585,2012,2907,-6,857,-35,look_right
2590,2063,2924,189,827,26,look_right
2595,2089,2914,73,926,17,look_right
2600,2088,2872,-24,830,-25,look_right
2605,2090,2870,211,844,148,look_right
2610,2070,2892,-3,720,-59,look_right
2615,2073,2912,-235,783,-3,look_right
2620,2034,2915,99,891,20,look_right
2625,2088,2898,33,819,-177,look_right
2630,2084,2888,-139,706,122,look_right
2635,2040,2902,-80,885,-74,look_right
2640,2112,2931,-2,899,106,look_right
2645,2028,2864,-76,950,58,look_right
2650,2038,2827,152,828,60,look_right
2655,2011,2854,23,820,-69,look_right
2660,2043,2902,-56,752,-220,look_right
2665,2075,2903,121,835,2,look_right
2670,2017,2897,-124,632,-56,look_right
2675,2013,2910,56,594,-147,look_right
2680,2039,2920,3,816,-161,look_right
2685,2054,2941,37,756,18,look_right
2690,2074,2917,-48,956,-41,look_right
2695,2052,2887,6,903,106,look_right
2700,2020,2928,8,754,88,look_right
2705,2033,2877,-46,611,-48,look_right
2710,2027,2842,60,679,-53,look_right
2715,2110,2724,-89,747,13,look_right
2720,2089,2730,-87,829,0,look_right
2725,2018,2724,-168,641,-26,look_right
2730,2035,2622,91,799,-68,look_right
2735,2064,2545,17,786,138,look_right
2740,2057,2563,-10,989,84,look_right
2745,2061,2464,-100,796,42,look_right
2750,2148,2433,52,998,-32,look_right
2755,2160,2402,6,667,-73,look_right
2760,2076,2332,112,751,46,look_right
2765,2077,2303,47,961,-51,look_right
2770,2080,2275,-141,806,-90,look_right
2775,2051,2257,46,748,45,look_right
2780,2055,2172,48,889,-132,look_right
2785,2107,2131,-12,904,-27,look_right
2790,2018,2085,-77,785,156,look_right
2795,1999,2037,53,711,-83,look_right
2800,2051,1997,-15,31,-15,idle
2805,2070,2042,191,-8,117,idle
2810,2027,2035,119,108,48,idle
2815,2104,1981,-64,28,-6,idle
2820,2106,2073,-46,64,-38,idle
2825,2067,2041,10,-90,-199,idle
2830,2002,2079,-71,119,-25,idle
2835,2022,2131,-25,77,-117,idle
2840,2033,2001,39,44,61,idle
2845,2101,2077,-25,-16,42,idle
2850,2045,2026,8,81,-126,idle
2855,2001,1993,114,-18,-47,idle
2860,2018,1987,-21,-118,150,idle
2865,2047,2003,75,95,134,idle
2870,2053,2054,-131,-88,-3,idle
2875,2006,2083,-30,-88,-25,idle
2880,2077,2110,112,-4,46,idle
2885,1980,2007,5,-104,40,idle
2890,2022,2074,45,107,248,idle
2895,2088,2023,-19,-121,89,idle
2900,2049,2057,53,-18,12,idle
2905,2021,2053,162,-72,47,idle
2910,2028,2082,52,104,6,idle
2915,1972,2018,-45,-25,210,idle
2920,1972,2036,28,45,-45,idle
2925,2013,2052,28,11,84,idle
2930,2052,2131,69,-41,-107,idle
2935,2039,2086,187,91,-46,idle
2940,2064,2095,-3,51,173,idle
2945,2088,2012,53,-91,-81,idle
2950,2088,2149,48,-50,88,idle
2955,2084,2076,89,80,-126,idle
2960,2038,1998,17,78,48,idle
2965,2098,2034,91,-71,50,idle
2970,2036,2056,-8,-131,109,idle
2975,2020,1950,69,-23,37,idle
2980,2044,2116,91,61,91,idle
2985,2002,2060,127,-44,-59,idle
2990,2105,2010,37,44,32,idle
2995,2072,2056,-19,104,146,idle
3000,2076,2129,-23,53,123,idle
3005,2022,2075,-57,168,35,idle
3010,2064,2057,68,-86,-119,idle
3015,1972,2023,-29,-95,-33,idle
3020,2057,1994,-74,-30,-53,idle
3025,2038,2060,-27,151,79,idle
3030,2001,2061,100,-100,0,idle
3035,2098,2076,22,-64,-89,idle
3040,2072,2053,-63,38,98,idle
3045,2046,2027,-18,-66,58,idle
3050,2080,2004,-55,-21,-46,idle
3055,2085,2024,-10,44,-5,idle
3060,2126,2001,10,45,16,idle
3065,2048,2048,113,23,0,idle
3070,1999,2074,-117,-214,-86,idle
3075,2064,2073,-2,-31,37,idle
3080,2053,2123,31,-134,24,idle
3085,2116,2077,-60,-96,89,idle
3090,2031,2050,-11,-76,31,idle
3095,2045,2054,-87,-32,-76,idle
3100,2088,1965,-75,-88,-69,idle
3105,2087,2096,15,-98,65,idle
3110,2099,2042,-21,-62,-59,idle
3115,2046,2031,71,-3,-78,idle
3120,2030,2024,189,63,-137,idle
3125,2106,2071,63,36,-23,idle
3130,2013,2041,46,-11,-110,idle
3135,1975,2041,-97,24,32,idle
3140,2086,1967,-86,-65,48,idle
3145,2083,2038,-1,-118,82,idle
3150,2036,2075,33,-4,-21,idle
3155,2013,1960,-79,124,22,idle
3160,2067,2116,-31,-72,44,idle
3165,2022,2055,-11,72,-26,idle
3170,2085,2042,-110,52,86,idle
3175,2053,2057,-10,-71,-47,idle
3180,2088,2014,44,-129,17,idle
3185,2040,2069,62,-42,114,idle
3190,2106,2133,83,85,-69,idle
3195,2056,2038,59,37,-36,idle
3200,2036,2081,-118,-50,-60,idle
3205,1971,2076,13,140,-20,idle
3210,2044,2079,6,-89,-23,idle
3215,2074,2025,-34,173,-79,idle
3220,2015,2082,12,-109,35,idle
3225,2049,2015,26,-103,26,idle
3230,2066,2044,3,74,0,idle
3235,2029,2110,-36,71,36,idle
3240,2058,2025,16,77,-30,idle
3245,1985,2032,-34,152,-18,idle
3250,2101,2015,-40,8,32,idle
3255,2068,1987,9,102,97,idle
3260,2087,2045,-34,-212,4,idle
3265,2018,2064,-180,-97,-89,idle
3270,2011,2016,-52,-91,100,idle
3275,2018,2026,17,-21,17,idle
3280,2033,2033,-10,-44,-12,idle
3285,2080,2020,-18,23,-127,idle
3290,2076,2030,-9,160,31,idle
3295,2044,2086,-43,-169,-146,idle
3300,1997,2054,2,74,-149,idle
3305,2057,2014,41,137,-94,idle
3310,1981,2116,28,-32,-18,idle
3315,2089,2011,-85,49,-31,idle
3320,2012,2062,-9,73,54,idle
3325,2096,2057,24,72,103,idle
3330,2013,1999,-42,67,-62,idle
3335,2042,2013,-65,92,-31,idle
3340,2070,2100,70,93,-122,idle
3345,2037,2033,62,-7,-33,idle
3350,2076,2025,46,187,12,idle
3355,2020,2066,-17,-75,64,idle
3360,2050,2110,-24,-21,-46,idle
3365,2083,2002,30,125,-59,idle
3370,2039,2073,-18,0,12,idle
3375,2062,2037,-20,-91,116,idle
3380,2073,2048,-39,56,127,idle
3385,2039,1993,-40,78,97,idle
3390,1975,2079,-168,20,50,idle
3395,1986,2093,94,13,67,idle
3400,2149,2003,-27,138,54,idle
3405,2004,2071,3,-80,37,idle
3410,2081,2051,1,-49,64,idle
3415,2062,2079,-108,-72,-154,idle
3420,2071,1957,-33,-28,55,idle
3425,2069,2020,122,57,-12,idle
3430,2031,2090,-25,84,94,idle
3435,2007,2050,42,3,-50,idle
3440,1995,2029,-123,112,152,idle
3445,2066,1911,-46,5,-17,idle
3450,2029,1982,-26,189,85,idle
3455,2025,2085,77,249,-58,idle
3460,2021,2069,100,-86,5,idle
3465,2097,1925,63,0,-36,idle
3470,2087,2129,-32,213,100,idle
3475,2096,2087,-71,6,-65,idle
3480,2090,2119,127,-139,88,idle
3485,2123,2037,77,100,67,idle
3490,2064,1991,140,179,-85,idle
3495,2000,1970,110,-92,-105,idle
3500,1999,2003,51,82,-42,idle
3505,2051,2038,-78,-71,19,idle
3510,2034,2062,-146,-102,9,idle
3515,2044,2029,-41,57,62,idle
3520,1977,2036,-95,-68,-47,idle
3525,2017,2078,-122,-40,-20,idle
3530,2037,2011,-55,8,-114,idle
3535,2061,2060,-50,-8,64,idle
3540,2022,2078,45,54,-34,idle
3545,2009,1990,17,0,-109,idle
3550,2096,2029,4,82,-41,idle
3555,2022,2018,-42,-31,46,idle
3560,1978,1977,16,91,-40,idle
3565,2094,2005,-74,129,37,idle
3570,2047,2082,8,35,70,idle
3575,2040,1985,76,-87,-124,idle
3580,2033,2036,-137,26,-116,idle
3585,1936,1975,-89,93,40,idle
3590,2085,1971,21,-49,-10,idle
3595,2073,2100,6,-77,-119,idle
3600,2026,1990,113,-28,-13,idle
