timestamp,eog_v,eog_h,gyro_x,gyro_y,gyro_z,label
1250,2024,2060,-27,184,-169,idle
1255,2081,2047,-101,-21,11,idle
1260,2042,2028,65,68,37,idle
1265,1996,2039,50,-157,-8,idle
1270,2075,2113,-36,-24,3,idle
1275,2066,2094,-70,92,-52,idle
1280,1974,2114,6,-116,24,idle
1285,2055,2058,184,-55,-124,idle
1290,2070,2023,-34,76,64,idle
1295,2044,2051,-47,14,66,idle
1300,2028,2038,15,-4,-2,idle
1305,2097,2105,-26,-33,-26,idle
1310,2021,2078,43,-13,-74,idle
1315,2117,1974,-130,135,-62,idle
1320,2019,2001,96,-11,-45,idle
1325,2085,2037,24,29,13,idle
1330,2120,2117,130,59,20,idle
1335,1996,2021,34,94,82,idle
1340,2067,2055,29,-70,-119,idle
1345,2019,2064,-45,-1,-64,idle
1350,2080,2069,-81,-119,28,idle
1355,2105,2072,26,62,-109,idle
1360,2119,2026,-3,-146,44,idle
1365,2089,2087,-37,-161,31,idle
1370,2034,2022,51,-29,-126,idle
1375,2076,2085,-103,9,78,idle
1380,2153,2034,-60,-33,87,idle
1385,2098,2030,-46,10,48,idle
1390,2137,2045,-104,21,-256,idle
1395,2094,2015,-60,-134,-13,idle
1400,2000,2065,-133,106,97,idle
1405,2037,2130,0,41,47,idle
1410,2077,1959,150,43,-78,idle
1415,2011,2062,26,78,-27,idle
1420,2076,1953,-2,118,36,idle
1425,1971,2064,-28,-112,205,idle
1430,2046,1964,93,-11,23,idle
1435,2072,2020,0,-24,-48,idle
1440,1974,2054,52,-73,-81,idle
1445,2071,1993,-54,114,69,idle
1450,2085,2052,177,211,75,idle
1455,2086,2073,2,50,-55,idle
1460,1983,2079,-82,-22,76,idle
1465,1992,1995,81,10,34,idle
1470,2095,2078,95,69,141,idle
1475,2095,2026,65,12,21,idle
1480,2007,2069,-58,-170,66,idle
1485,1996,2092,-81,46,-99,idle
1490,2088,2026,8,-9,-1,idle
1495,1971,2066,-102,90,-62,idle
1500,2076,2018,17,89,-10,idle
1505,1984,2002,-43,-54,21,idle
1510,1992,2094,75,145,16,idle
1515,2053,1992,-49,-96,105,idle
1520,2076,2094,111,-26,-20,idle
1525,2077,2088,-14,-153,9,idle
1530,2055,1997,-232,-202,-26,idle
1535,2014,2028,-65,5,-37,idle
1540,2017,2045,-70,125,120,idle
1545,2058,1996,8,-125,-45,idle
1550,2076,2048,-51,-11,-159,idle
1555,2013,2024,147,69,-110,idle
1560,2021,2036,99,-126,96,idle
1565,2024,1995,-97,-101,148,idle
1570,2050,2004,-66,81,45,idle
1575,2010,2038,61,-42,161,idle
1580,2047,2064,-194,-41,5,idle
1585,2056,2079,116,-82,-54,idle
1590,2068,1970,-9,-4,-18,idle
1595,2066,2033,64,4,24,idle
1600,1998,2130,64,-48,146,idle
1605,2050,2058,85,121,128,idle
1610,2065,1989,-45,-8,-42,idle
1615,2020,2019,59,-62,-22,idle
1620,2032,2059,41,81,-7,idle
1625,2103,2083,-78,7,-5,idle
1630,1969,2095,49,34,7,idle
1635,2134,2122,-202,-29,-63,idle
1640,2096,2065,179,18,-20,idle
1645,2036,2078,25,61,78,idle
1650,2113,2117,32,-146,-76,idle
1655,2009,2130,16,-9,11,idle
1660,2069,2047,61,-53,-61,idle
1665,1992,2058,146,-155,-145,idle
1670,2111,2120,81,135,-28,idle
1675,2022,2060,94,-12,208,idle
1680,2082,2019,-24,116,-34,idle
1685,2056,2069,171,-40,4,idle
1690,2033,2032,33,61,-6,idle
1695,2026,2088,-47,-22,48,idle
1700,2149,2029,-16,-36,-117,idle
1705,2021,2130,-187,-146,55,idle
1710,2069,2046,73,41,33,idle
1715,2075,2048,88,35,-11,idle
1720,2094,2060,-149,-44,58,idle
1725,2092,1991,124,0,-26,idle
1730,2004,2074,10,84,-60,idle
1735,2048,2092,62,-2,-61,idle
1740,2075,1942,49,74,-70,idle
1745,2061,2040,31,-176,55,idle
1750,2021,2054,10,-5,109,idle
1755,2030,2040,-123,-2,-82,idle
1760,2046,2077,-39,-26,-45,idle
1765,2003,2033,113,16,-29,idle
1770,2047,2041,-145,-47,201,idle
1775,2072,2048,53,14,41,idle
1780,2070,2073,77,28,57,idle
1785,2069,2010,-106,60,-64,idle
1790,2012,2076,119,129,66,idle
1795,1983,2013,80,-56,-58,idle
1800,2062,2081,117,116,-58,idle
1805,2019,2035,60,-137,-167,idle
1810,2064,1975,19,-75,104,idle
1815,2111,2061,-32,51,59,idle
1820,2056,2032,167,176,29,idle
1825,2039,2079,72,-36,106,idle
1830,2018,2072,65,-28,-78,idle
1835,2010,2090,32,34,64,idle
1840,2099,2070,-42,36,-35,idle
1845,1950,2087,-83,-19,93,idle
1850,2040,2089,-140,-21,130,idle
1855,2096,2092,-57,-96,-35,idle
1860,2007,2003,5,49,-35,idle
1865,2045,2078,74,21,6,idle
1870,2037,2123,-24,-100,29,idle
1875,2071,2027,-28,-14,33,idle
1880,2106,2072,-88,89,-3,idle
1885,2030,2112,55,113,22,idle
1890,2007,2079,31,120,205,idle
1895,2022,2021,-92,46,-3,idle
1900,2126,2040,9,77,-31,idle
1905,2127,2104,39,2,29,idle
1910,2065,2013,2,-64,17,idle
1915,2072,2084,-16,75,-71,idle
1920,2023,2090,-59,-121,-11,idle
1925,2088,2071,27,-2,23,idle
1930,2038,2076,-60,10,50,idle
1935,2014,2058,45,23,10,idle
1940,2058,2063,1,-47,24,idle
1945,2036,2055,-44,-5,-12,idle
1950,2056,2054,-251,122,-14,idle
1955,2046,1990,214,110,0,idle
1960,2062,2054,-23,66,-77,idle
1965,2053,2081,-93,-30,-162,idle
1970,2123,2046,-75,69,-96,idle
1975,2078,2030,-53,44,-90,idle
1980,2034,2072,36,97,107,idle
1985,2069,1996,75,-117,-28,idle
1990,2024,1960,1,-75,5,idle
1995,2047,2055,72,37,41,idle
2000,2092,2039,-10,-2,23,long_blink
2005,2272,2020,-124,44,117,long_blink
2010,2402,1960,80,15,6,long_blink
2015,2537,1998,-88,-39,-53,long_blink
2020,2663,2107,1,66,-150,long_blink
2025,2906,2080,-1,-81,-125,long_blink
2030,3053,2104,30,86,-78,long_blink
2035,3181,2029,54,100,-62,long_blink
2040,3363,2113,-112,69,14,long_blink
2045,3477,2001,58,-103,16,long_blink
2050,3526,2102,-119,-36,-14,long_blink
2055,3589,2081,43,-36,110,long_blink
2060,3585,2048,64,27,-177,long_blink
2065,3556,2003,-111,-14,121,long_blink
2070,3536,2067,-13,-26,96,long_blink
2075,3553,2039,71,30,-21,long_blink
2080,3558,2028,-17,45,-60,long_blink
2085,3510,2005,23,86,46,long_blink
2090,3532,2077,187,-64,61,long_blink
2095,3601,2022,-153,-21,46,long_blink
2100,3517,2135,-51,36,274,long_blink
2105,3518,2048,130,117,4,long_blink
2110,3554,2045,-135,47,31,long_blink
2115,3550,2042,42,-30,-16,long_blink
2120,3556,2124,42,-82,-16,long_blink
2125,3608,2088,177,99,6,long_blink
2130,3509,2008,-7,0,-9,long_blink
2135,3514,2132,58,25,34,long_blink
2140,3503,2087,111,109,-64,long_blink
2145,3562,2007,-158,-8,104,long_blink
2150,3612,2020,48,-31,-43,long_blink
2155,3541,2066,92,-36,-75,long_blink
2160,3548,2031,19,54,-20,long_blink
2165,3517,2129,-66,94,-55,long_blink
2170,3561,2034,95,-81,73,long_blink
2175,3554,2089,-1,5,87,long_blink
2180,3561,1998,28,-66,47,long_blink
2185,3621,2040,-68,-88,-89,long_blink
2190,3505,2095,-137,23,110,long_blink
2195,3569,2013,30,59,-75,long_blink
2200,3566,2052,102,130,88,long_blink
2205,3510,2069,-115,62,128,long_blink
2210,3562,2036,-57,52,-52,long_blink
2215,3535,2046,-41,40,-45,long_blink
2220,3545,2028,-150,-11,160,long_blink
2225,3553,2009,-11,-6,-55,long_blink
2230,3536,2027,126,-22,-14,long_blink
2235,3495,2045,2,57,5,long_blink
2240,3551,2055,-98,-78,33,long_blink
2245,3586,2031,38,84,-17,long_blink
2250,3572,2076,20,22,-54,long_blink
2255,3549,2141,16,-51,268,long_blink
2260,3543,2044,-5,-19,12,long_blink
2265,3552,1984,-63,-6,143,long_blink
2270,3581,1999,-76,61,-5,long_blink
2275,3487,2096,97,-138,-37,long_blink
2280,3593,2102,58,-29,-96,long_blink
2285,3526,2083,-70,22,85,long_blink
2290,3506,2054,-24,-8,25,long_blink
2295,3583,2042,-223,25,-149,long_blink
2300,3592,2043,-6,14,63,long_blink
2305,3506,2153,45,45,-79,long_blink
2310,3531,2013,-23,-2,-37,long_blink
2315,3548,2025,114,-88,-19,long_blink
2320,3550,2076,-145,-123,73,long_blink
2325,3532,2094,3,-94,69,long_blink
2330,3553,2044,-139,-92,-54,long_blink
2335,3551,2027,58,-42,11,long_blink
2340,3570,2044,-85,-14,-64,long_blink
2345,3581,2005,38,-36,11,long_blink
2350,3512,2085,-75,-80,-24,long_blink
2355,3587,2040,-128,27,-21,long_blink
2360,3561,2059,44,65,13,long_blink
2365,3492,2034,-12,0,130,long_blink
2370,3562,2069,-21,3,-12,long_blink
2375,3570,2029,85,-54,-16,long_blink
2380,3463,2038,-7,-107,71,long_blink
2385,3515,2020,48,102,47,long_blink
2390,3568,2067,-191,-138,75,long_blink
2395,3546,2096,34,96,-39,long_blink
2400,3569,2057,-8,11,83,long_blink
2405,3544,2047,-44,-30,71,long_blink
2410,3558,2024,-69,39,61,long_blink
2415,3579,1995,-141,-118,39,long_blink
2420,3554,1981,128,127,108,long_blink
2425,3551,2040,40,-154,-34,long_blink
2430,3591,2027,-84,-126,-31,long_blink
2435,3587,1993,42,96,-44,long_blink
2440,3551,2048,-119,123,-22,long_blink
2445,3597,2004,15,32,80,long_blink
2450,3577,2099,36,-72,89,long_blink
2455,3339,2072,-15,92,-87,long_blink
2460,3216,2061,-21,28,-40,long_blink
2465,3039,1996,-35,75,-85,long_blink
2470,2931,2034,82,-65,114,long_blink
2475,2752,2019,-87,48,-14,long_blink
2480,2520,2044,41,-82,-9,long_blink
2485,2394,2019,-27,58,47,long_blink
2490,2229,1996,129,28,-40,long_blink
2495,2005,1994,-77,-9,-85,long_blink
2500,2042,2025,-23,-163,119,idle
2505,2102,2036,38,76,149,idle
2510,2083,2022,35,-11,157,idle
2515,2042,2071,99,111,20,idle
2520,2067,2023,28,51,39,idle
2525,2050,2112,7,-41,213,idle
2530,2074,1985,-34,-156,-164,idle
2535,2030,2055,110,50,123,idle
2540,2070,2054,133,53,127,idle
2545,2058,2030,-1,24,49,idle
2550,2018,2025,38,51,-59,idle
2555,2082,1933,-134,146,59,idle
2560,2048,2070,101,92,78,idle
2565,2040,2021,117,-63,23,idle
2570,2097,2065,-70,93,81,idle
2575,2047,2085,70,-66,5,idle
2580,2012,2016,51,-48,12,idle
2585,2030,2057,15,-13,-99,idle
2590,2071,2044,1,110,9,idle
2595,2010,2100,124,36,-120,idle
2600,2035,2008,-95,-37,40,idle
2605,2039,1930,-56,164,14,idle
2610,2097,2052,-4,68,13,idle
2615,2007,2097,-110,-22,-78,idle
2620,2053,2088,15,69,52,idle
2625,2062,2053,-52,25,95,idle
2630,2022,2115,-28,4,-95,idle
2635,2111,2071,-84,-59,-30,idle
2640,2044,2041,-49,42,-24,idle
2645,2102,1999,-15,54,21,idle
2650,2065,2009,21,157,-56,idle
2655,2015,2057,-7,-90,-41,idle
2660,2037,2091,-62,12,35,idle
2665,2079,2043,205,81,-42,idle
2670,2009,2014,88,74,72,idle
2675,2027,1939,29,-96,37,idle
2680,2042,2045,95,4,-20,idle
2685,2005,2030,-81,80,37,idle
2690,2160,2105,-105,11,-7,idle
2695,2118,2032,-105,136,40,idle
2700,2143,2059,-53,-65,-51,idle
2705,2069,2078,24,-72,-70,idle
2710,2032,2039,61,65,7,idle
2715,2051,2006,-27,52,-137,idle
2720,2065,2132,28,4,160,idle
2725,1970,2025,10,47,87,idle
2730,2031,2071,-18,-23,211,idle
2735,2125,2117,52,26,-67,idle
2740,2082,2083,95,-123,134,idle
2745,2030,2075,-145,122,17,idle
2750,2018,2058,7,-88,-80,idle
2755,1991,2101,-133,41,-59,idle
2760,2018,2001,78,-28,-27,idle
2765,2002,2038,77,-8,23,idle
2770,2074,2068,-107,155,-198,idle
2775,2042,2046,33,179,92,idle
2780,2094,2111,-84,-42,69,idle
2785,2027,1999,16,-20,28,idle
2790,2001,2113,-56,98,10,idle
2795,2012,2103,93,-61,59,idle
2800,2091,1996,3,-176,161,idle
2805,2062,2075,63,-58,-39,idle
2810,2017,2019,19,-53,-38,idle
2815,2060,2042,65,166,37,idle
2820,2030,2056,56,-95,-4,idle
2825,2064,1994,23,78,29,idle
2830,2041,2052,-108,-29,151,idle
2835,2026,2038,-48,164,-2,idle
2840,2074,2095,-44,110,-89,idle
2845,2004,2100,19,100,-91,idle
2850,2093,1994,8,36,47,idle
2855,2092,2081,-158,-42,-44,idle
2860,2111,2011,100,-160,85,idle
2865,2049,2045,19,73,109,idle
2870,2087,2014,-73,33,11,idle
2875,2091,2137,86,65,-88,idle
2880,2094,2037,-84,142,-21,idle
2885,2037,1981,47,-54,164,idle
2890,1943,2027,8,28,4,idle
2895,2041,2031,17,-30,-18,idle
2900,2041,1993,62,5,103,idle
2905,2140,2107,88,34,-69,idle
2910,1993,2063,-83,-78,4,idle
2915,1939,2042,-101,-12,-64,idle
2920,2025,2058,88,-59,45,idle
2925,2121,2023,-34,7,10,idle
2930,2110,2061,-19,122,-25,idle
2935,2080,2060,17,-64,-9,idle
2940,2062,1977,-47,44,-75,idle
2945,2067,2075,-61,115,119,idle
2950,2112,2017,-10,15,86,idle
2955,2061,2066,-75,-123,-19,idle
2960,2058,2046,-89,24,-19,idle
2965,1996,2048,17,-15,-138,idle
2970,2023,2073,32,-169,80,idle
2975,2097,2128,70,-1,79,idle
2980,2061,2062,79,20,-9,idle
2985,2031,2044,84,20,-35,idle
2990,2051,1983,-80,3,-106,idle
2995,1995,2044,-46,-60,8,idle
3000,2055,2020,111,80,74,idle
3005,1992,2109,0,-29,69,idle
3010,2090,2062,66,52,-100,idle
3015,2099,2116,-75,17,-149,idle
3020,2096,2031,-1,-69,112,idle
3025,2043,2020,-12,108,-42,idle
3030,1973,2107,-14,109,63,idle
3035,2070,2008,94,24,91,idle
3040,2129,2096,-88,152,31,idle
3045,2033,2063,63,158,-10,idle
3050,2033,2020,-74,21,48,idle
3055,2049,2077,-7,23,-30,idle
3060,2112,2011,17,23,-34,idle
3065,2003,2038,63,-13,89,idle
3070,2010,2023,81,-16,19,idle
3075,2022,2087,8,155,50,idle
3080,2103,2015,34,-82,-105,idle
3085,2039,2101,91,-5,74,idle
3090,2019,2042,-183,-14,82,idle
3095,2048,2098,-112,-94,-25,idle
3100,2069,2060,-68,-69,92,idle
3105,1973,1989,131,78,32,idle
3110,2001,2127,-10,28,-128,idle
3115,2161,2073,-101,-55,-22,idle
3120,2055,2110,14,-14,40,idle
3125,2127,1990,4,60,111,idle
3130,1984,1947,48,144,-78,idle
3135,2089,2112,62,-72,147,idle
3140,2073,2042,50,-111,-64,idle
3145,2015,2056,-43,80,103,idle
3150,2086,2019,-91,-49,45,idle
3155,2020,2020,98,75,-57,idle
3160,1951,2041,51,-78,-41,idle
3165,2014,2069,-4,-98,17,idle
3170,2047,2019,57,-61,-88,idle
3175,2091,2006,-90,108,65,idle
3180,2009,2045,14,147,-148,idle
3185,2037,2088,50,35,153,idle
3190,2003,2041,-20,-47,-75,idle
3195,2076,2020,42,43,186,idle
3200,2071,2079,-50,84,-37,idle
3205,2039,2054,50,-28,-45,idle
3210,2055,1986,142,1,99,idle
3215,2049,1994,16,62,18,idle
3220,2123,2064,-207,50,6,idle
3225,2106,2080,-34,-2,-68,idle
3230,2128,2062,-61,99,-8,idle
3235,2009,2082,36,-8,121,idle
3240,2062,2076,44,-5,-8,idle
3245,2070,2008,24,186,116,idle
3250,2099,2072,-84,16,55,idle
3255,2022,2092,-17,35,7,idle
3260,2043,2064,25,12,-104,idle
3265,1989,2105,21,167,-23,idle
3270,2019,1989,-193,-89,1,idle
3275,2086,2106,-140,63,-51,idle
3280,2088,2021,135,43,1,idle
3285,2013,2106,-9,-113,20,idle
3290,2000,2078,17,-51,4,idle
3295,2039,2012,16,-9,-2,idle
3300,2022,2078,73,-23,-95,idle
3305,2118,2046,14,-41,167,idle
3310,2026,2013,-100,-30,8,idle
3315,2081,2020,-75,207,26,idle
3320,2085,2072,21,-1,77,idle
3325,2079,2085,-78,-19,33,idle
3330,2019,2050,-147,-51,3,idle
3335,2013,2046,231,-133,32,idle
3340,2031,2014,-146,85,-85,idle
3345,2051,2035,-3,47,125,idle
3350,2020,1999,-4,-70,0,idle
3355,2076,2069,-44,-30,-63,idle
3360,2061,2080,68,-111,1,idle
3365,2096,2104,51,-102,23,idle
3370,2039,2126,-39,-102,44,idle
3375,2100,2070,57,72,90,idle
3380,2061,2000,-144,-122,-33,idle
3385,2016,2104,-44,7,-63,idle
3390,2112,2048,-43,-87,-5,idle
3395,2042,2055,-39,-156,-88,idle
3400,2058,2011,-41,60,5,idle
3405,2119,1974,106,78,112,idle
3410,2026,2056,18,121,76,idle
3415,2066,2070,168,-29,-55,idle
3420,2026,2087,-80,-56,40,idle
3425,2100,2071,-41,23,-34,idle
3430,2001,2052,-85,12,39,idle
3435,2044,2147,-66,132,-43,idle
3440,2091,2068,80,50,12,idle
3445,2099,2037,58,-114,21,idle
3450,2072,1979,38,82,-24,idle
3455,1957,2083,-159,77,-65,idle
3460,2109,2030,11,0,102,idle
3465,2050,2034,4,19,-29,idle
3470,2039,2079,194,137,-57,idle
3475,2060,2130,-7,128,-63,idle
3480,2078,2014,-36,-100,-59,idle
3485,2008,1986,34,177,-15,idle
3490,2070,2082,-55,6,-15,idle
3495,2027,2027,-18,-24,-16,idle
3500,2126,2021,-112,71,113,idle
3505,2096,2098,-104,-20,27,idle
3510,2054,2062,3,-42,-87,idle
3515,2130,2009,124,26,69,idle
3520,2049,2005,-75,0,-7,idle
3525,1987,2026,16,129,-108,idle
3530,2076,2038,21,-1,94,idle
3535,2078,2046,9,111,104,idle
3540,2041,2024,-145,41,-10,idle
3545,2072,2050,-43,-155,-20,idle
3550,2085,2104,33,4,93,idle
3555,2043,2060,233,-187,154,idle
3560,2046,2059,-104,-13,-55,idle
3565,2049,2070,107,58,-156,idle
3570,2041,1956,-97,42,169,idle
3575,2043,2156,49,24,46,idle
3580,2101,2095,-114,97,141,idle
